SNo,ObservationDate,Province/State,UF,Country/Region,Last Update,Confirmed,Deaths,Recovered
198420,01/08/2021,Roraima,RR,Brazil,02/04/2021 15:13,69461.0,793.0,66262.0
198438,01/08/2021,Santa Catarina,SC,Brazil,02/04/2021 15:13,515209.0,5584.0,490200.0
198440,01/08/2021,Sao Paulo,SP,Brazil,02/04/2021 15:13,1528952.0,48029.0,1340014.0
198446,01/08/2021,Sergipe,SE,Brazil,02/04/2021 15:13,120262.0,2554.0,105553.0
198490,01/08/2021,Tocantins,TO,Brazil,02/04/2021 15:13,92445.0,1263.0,82726.0
198749,01/09/2021,Acre,AC,Brazil,02/04/2021 15:13,42908.0,823.0,38323.0
198755,01/09/2021,Alagoas,AL,Brazil,02/04/2021 15:13,108109.0,2553.0,102819.0
198760,01/09/2021,Amapa,AP,Brazil,02/04/2021 15:13,70676.0,969.0,53921.0
198761,01/09/2021,Amazonas,AM,Brazil,02/04/2021 15:13,212996.0,5669.0,177124.0
198796,01/09/2021,Bahia,BA,Brazil,02/04/2021 15:13,511192.0,9392.0,494972.0
198839,01/09/2021,Ceara,CE,Brazil,02/04/2021 15:13,343887.0,10137.0,275120.0
198876,01/09/2021,Distrito Federal,DF,Brazil,02/04/2021 15:13,258153.0,4351.0,247471.0
198885,01/09/2021,Espirito Santo,ES,Brazil,02/04/2021 15:13,262113.0,5306.0,241241.0
198909,01/09/2021,Goias,GO,Brazil,02/04/2021 15:13,317024.0,6964.0,305531.0
199043,01/09/2021,Maranhao,MA,Brazil,02/04/2021 15:13,201915.0,4555.0,191535.0
199049,01/09/2021,Mato Grosso,MT,Brazil,02/04/2021 15:13,188098.0,4595.0,177150.0
199050,01/09/2021,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,142765.0,2525.0,127813.0
199062,01/09/2021,Minas Gerais,MG,Brazil,02/04/2021 15:13,587868.0,12594.0,526820.0
199142,01/09/2021,Para,PA,Brazil,02/04/2021 15:13,300454.0,7292.0,282032.0
199143,01/09/2021,Paraiba,PB,Brazil,02/04/2021 15:13,172261.0,3800.0,130400.0
199144,01/09/2021,Parana,PR,Brazil,02/04/2021 15:13,471639.0,8742.0,345539.0
199149,01/09/2021,Pernambuco,PE,Brazil,02/04/2021 15:13,230891.0,9826.0,196457.0
199150,01/09/2021,Piaui,PI,Brazil,02/04/2021 15:13,146779.0,2895.0,143770.0
199178,01/09/2021,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,123783.0,3086.0,88210.0
199179,01/09/2021,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,478501.0,9413.0,452882.0
199180,01/09/2021,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,459866.0,26704.0,426213.0
199183,01/09/2021,Rondonia,RO,Brazil,02/04/2021 15:13,101024.0,1908.0,84316.0
199184,01/09/2021,Roraima,RR,Brazil,02/04/2021 15:13,69640.0,793.0,66262.0
199202,01/09/2021,Santa Catarina,SC,Brazil,02/04/2021 15:13,518805.0,5611.0,490200.0
199204,01/09/2021,Sao Paulo,SP,Brazil,02/04/2021 15:13,1540513.0,48298.0,1350513.0
199210,01/09/2021,Sergipe,SE,Brazil,02/04/2021 15:13,121222.0,2563.0,105553.0
199254,01/09/2021,Tocantins,TO,Brazil,02/04/2021 15:13,92916.0,1267.0,83223.0
199513,01/10/2021,Acre,AC,Brazil,02/04/2021 15:13,43127.0,825.0,38323.0
199519,01/10/2021,Alagoas,AL,Brazil,02/04/2021 15:13,108542.0,2561.0,103193.0
199524,01/10/2021,Amapa,AP,Brazil,02/04/2021 15:13,70902.0,969.0,53921.0
199525,01/10/2021,Amazonas,AM,Brazil,02/04/2021 15:13,213961.0,5701.0,177124.0
199560,01/10/2021,Bahia,BA,Brazil,02/04/2021 15:13,512841.0,9424.0,496542.0
199603,01/10/2021,Ceara,CE,Brazil,02/04/2021 15:13,344813.0,10155.0,275120.0
199640,01/10/2021,Distrito Federal,DF,Brazil,02/04/2021 15:13,258811.0,4356.0,247471.0
199649,01/10/2021,Espirito Santo,ES,Brazil,02/04/2021 15:13,263483.0,5321.0,241241.0
199673,01/10/2021,Goias,GO,Brazil,02/04/2021 15:13,317322.0,6964.0,306128.0
199807,01/10/2021,Maranhao,MA,Brazil,02/04/2021 15:13,201945.0,4562.0,191535.0
199813,01/10/2021,Mato Grosso,MT,Brazil,02/04/2021 15:13,188098.0,4595.0,177150.0
199814,01/10/2021,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,143596.0,2546.0,128556.0
199826,01/10/2021,Minas Gerais,MG,Brazil,02/04/2021 15:13,592311.0,12709.0,530061.0
199906,01/10/2021,Para,PA,Brazil,02/04/2021 15:13,301501.0,7304.0,282575.0
199907,01/10/2021,Paraiba,PB,Brazil,02/04/2021 15:13,172776.0,3808.0,130623.0
199908,01/10/2021,Parana,PR,Brazil,02/04/2021 15:13,473279.0,8749.0,349372.0
199913,01/10/2021,Pernambuco,PE,Brazil,02/04/2021 15:13,232037.0,9840.0,196457.0
199914,01/10/2021,Piaui,PI,Brazil,02/04/2021 15:13,147038.0,2897.0,143770.0
199942,01/10/2021,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,124278.0,3090.0,88210.0
199943,01/10/2021,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,480480.0,9439.0,455391.0
199944,01/10/2021,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,460927.0,26749.0,427837.0
199947,01/10/2021,Rondonia,RO,Brazil,02/04/2021 15:13,101588.0,1911.0,84316.0
199948,01/10/2021,Roraima,RR,Brazil,02/04/2021 15:13,69732.0,793.0,66262.0
199966,01/10/2021,Santa Catarina,SC,Brazil,02/04/2021 15:13,520577.0,5637.0,490200.0
199968,01/10/2021,Sao Paulo,SP,Brazil,02/04/2021 15:13,1546132.0,48351.0,1360789.0
199974,01/10/2021,Sergipe,SE,Brazil,02/04/2021 15:13,122594.0,2574.0,105553.0
200018,01/10/2021,Tocantins,TO,Brazil,02/04/2021 15:13,93099.0,1270.0,83616.0
200277,01/11/2021,Acre,AC,Brazil,02/04/2021 15:13,43346.0,826.0,38970.0
200283,01/11/2021,Alagoas,AL,Brazil,02/04/2021 15:13,108820.0,2569.0,103446.0
200288,01/11/2021,Amapa,AP,Brazil,02/04/2021 15:13,71287.0,976.0,54715.0
200289,01/11/2021,Amazonas,AM,Brazil,02/04/2021 15:13,216112.0,5756.0,181460.0
200324,01/11/2021,Bahia,BA,Brazil,02/04/2021 15:13,513756.0,9453.0,497735.0
200367,01/11/2021,Ceara,CE,Brazil,02/04/2021 15:13,345124.0,10160.0,276146.0
200404,01/11/2021,Distrito Federal,DF,Brazil,02/04/2021 15:13,259797.0,4368.0,248948.0
200413,01/11/2021,Espirito Santo,ES,Brazil,02/04/2021 15:13,265313.0,5354.0,243995.0
200437,01/11/2021,Goias,GO,Brazil,02/04/2021 15:13,318013.0,6965.0,308161.0
200571,01/11/2021,Maranhao,MA,Brazil,02/04/2021 15:13,202050.0,4568.0,191545.0
200577,01/11/2021,Mato Grosso,MT,Brazil,02/04/2021 15:13,189132.0,4619.0,178504.0
200578,01/11/2021,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,144051.0,2565.0,128935.0
200590,01/11/2021,Minas Gerais,MG,Brazil,02/04/2021 15:13,595007.0,12736.0,531414.0
200670,01/11/2021,Para,PA,Brazil,02/04/2021 15:13,302125.0,7315.0,283711.0
200671,01/11/2021,Paraiba,PB,Brazil,02/04/2021 15:13,173299.0,3824.0,130673.0
200672,01/11/2021,Parana,PR,Brazil,02/04/2021 15:13,474949.0,8768.0,350073.0
200677,01/11/2021,Pernambuco,PE,Brazil,02/04/2021 15:13,232756.0,9851.0,198249.0
200678,01/11/2021,Piaui,PI,Brazil,02/04/2021 15:13,147509.0,2906.0,144740.0
200706,01/11/2021,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,124523.0,3098.0,88210.0
200707,01/11/2021,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,482062.0,9498.0,457266.0
200708,01/11/2021,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,461561.0,26771.0,428991.0
200711,01/11/2021,Rondonia,RO,Brazil,02/04/2021 15:13,102518.0,1926.0,85353.0
200712,01/11/2021,Roraima,RR,Brazil,02/04/2021 15:13,69785.0,793.0,66262.0
200730,01/11/2021,Santa Catarina,SC,Brazil,02/04/2021 15:13,522478.0,5677.0,494693.0
200732,01/11/2021,Sao Paulo,SP,Brazil,02/04/2021 15:13,1549142.0,48379.0,1370112.0
200738,01/11/2021,Sergipe,SE,Brazil,02/04/2021 15:13,123836.0,2585.0,107105.0
200782,01/11/2021,Tocantins,TO,Brazil,02/04/2021 15:13,93261.0,1274.0,83825.0
201041,01/12/2021,Acre,AC,Brazil,02/04/2021 15:13,43432.0,827.0,38970.0
201047,01/12/2021,Alagoas,AL,Brazil,02/04/2021 15:13,109319.0,2577.0,103446.0
201052,01/12/2021,Amapa,AP,Brazil,02/04/2021 15:13,71689.0,981.0,54715.0
201053,01/12/2021,Amazonas,AM,Brazil,02/04/2021 15:13,218070.0,5810.0,181460.0
201088,01/12/2021,Bahia,BA,Brazil,02/04/2021 15:13,515861.0,9480.0,499577.0
201131,01/12/2021,Ceara,CE,Brazil,02/04/2021 15:13,345235.0,10162.0,276146.0
201168,01/12/2021,Distrito Federal,DF,Brazil,02/04/2021 15:13,260797.0,4375.0,248948.0
201177,01/12/2021,Espirito Santo,ES,Brazil,02/04/2021 15:13,267323.0,5382.0,243995.0
201201,01/12/2021,Goias,GO,Brazil,02/04/2021 15:13,320782.0,6988.0,309487.0
201335,01/12/2021,Maranhao,MA,Brazil,02/04/2021 15:13,202314.0,4575.0,191545.0
201341,01/12/2021,Mato Grosso,MT,Brazil,02/04/2021 15:13,191315.0,4635.0,178504.0
201342,01/12/2021,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,145048.0,2587.0,129646.0
201354,01/12/2021,Minas Gerais,MG,Brazil,02/04/2021 15:13,602833.0,12750.0,538004.0
201434,01/12/2021,Para,PA,Brazil,02/04/2021 15:13,303512.0,7339.0,283711.0
201435,01/12/2021,Paraiba,PB,Brazil,02/04/2021 15:13,173518.0,3836.0,130673.0
201436,01/12/2021,Parana,PR,Brazil,02/04/2021 15:13,486349.0,8885.0,350073.0
201441,01/12/2021,Pernambuco,PE,Brazil,02/04/2021 15:13,234238.0,9889.0,198249.0
201442,01/12/2021,Piaui,PI,Brazil,02/04/2021 15:13,148032.0,2915.0,144740.0
201470,01/12/2021,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,125338.0,3115.0,88210.0
201471,01/12/2021,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,485757.0,9619.0,457266.0
201472,01/12/2021,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,465150.0,26976.0,428991.0
201475,01/12/2021,Rondonia,RO,Brazil,02/04/2021 15:13,103798.0,1950.0,85353.0
201476,01/12/2021,Roraima,RR,Brazil,02/04/2021 15:13,69888.0,795.0,67408.0
201494,01/12/2021,Santa Catarina,SC,Brazil,02/04/2021 15:13,526024.0,5707.0,494693.0
201496,01/12/2021,Sao Paulo,SP,Brazil,02/04/2021 15:13,1561844.0,48662.0,1370112.0
201502,01/12/2021,Sergipe,SE,Brazil,02/04/2021 15:13,124276.0,2595.0,107105.0
201546,01/12/2021,Tocantins,TO,Brazil,02/04/2021 15:13,93895.0,1278.0,83918.0
201805,01/13/2021,Acre,AC,Brazil,02/04/2021 15:13,43785.0,829.0,38970.0
201811,01/13/2021,Alagoas,AL,Brazil,02/04/2021 15:13,109720.0,2585.0,103707.0
201816,01/13/2021,Amapa,AP,Brazil,02/04/2021 15:13,72049.0,987.0,55223.0
201817,01/13/2021,Amazonas,AM,Brazil,02/04/2021 15:13,219544.0,5879.0,184732.0
201852,01/13/2021,Bahia,BA,Brazil,02/04/2021 15:13,518955.0,9512.0,501688.0
201895,01/13/2021,Ceara,CE,Brazil,02/04/2021 15:13,348414.0,10189.0,277191.0
201932,01/13/2021,Distrito Federal,DF,Brazil,02/04/2021 15:13,261456.0,4388.0,249638.0
201941,01/13/2021,Espirito Santo,ES,Brazil,02/04/2021 15:13,269088.0,5416.0,249062.0
201965,01/13/2021,Goias,GO,Brazil,02/04/2021 15:13,323019.0,7016.0,311605.0
202099,01/13/2021,Maranhao,MA,Brazil,02/04/2021 15:13,202574.0,4583.0,191778.0
202105,01/13/2021,Mato Grosso,MT,Brazil,02/04/2021 15:13,193054.0,4654.0,181026.0
202106,01/13/2021,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,146143.0,2609.0,130142.0
202118,01/13/2021,Minas Gerais,MG,Brazil,02/04/2021 15:13,611152.0,12894.0,544448.0
202198,01/13/2021,Para,PA,Brazil,02/04/2021 15:13,305012.0,7349.0,285714.0
202199,01/13/2021,Paraiba,PB,Brazil,02/04/2021 15:13,174199.0,3844.0,131239.0
202200,01/13/2021,Parana,PR,Brazil,02/04/2021 15:13,486843.0,8916.0,356699.0
202205,01/13/2021,Pernambuco,PE,Brazil,02/04/2021 15:13,236041.0,9919.0,199536.0
202206,01/13/2021,Piaui,PI,Brazil,02/04/2021 15:13,148867.0,2922.0,145537.0
202234,01/13/2021,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,125550.0,3125.0,88210.0
202235,01/13/2021,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,490980.0,9699.0,464971.0
202236,01/13/2021,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,469437.0,27241.0,435411.0
202239,01/13/2021,Rondonia,RO,Brazil,02/04/2021 15:13,104737.0,1965.0,86545.0
202240,01/13/2021,Roraima,RR,Brazil,02/04/2021 15:13,70086.0,800.0,67408.0
202258,01/13/2021,Santa Catarina,SC,Brazil,02/04/2021 15:13,529389.0,5765.0,500385.0
202260,01/13/2021,Sao Paulo,SP,Brazil,02/04/2021 15:13,1577119.0,48985.0,1373425.0
202266,01/13/2021,Sergipe,SE,Brazil,02/04/2021 15:13,124942.0,2607.0,108673.0
202310,01/13/2021,Tocantins,TO,Brazil,02/04/2021 15:13,94381.0,1286.0,84117.0
202569,01/14/2021,Acre,AC,Brazil,02/04/2021 15:13,44068.0,832.0,38970.0
202575,01/14/2021,Alagoas,AL,Brazil,02/04/2021 15:13,110112.0,2593.0,104330.0
202580,01/14/2021,Amapa,AP,Brazil,02/04/2021 15:13,72422.0,991.0,55665.0
202581,01/14/2021,Amazonas,AM,Brazil,02/04/2021 15:13,223360.0,5930.0,185989.0
202616,01/14/2021,Bahia,BA,Brazil,02/04/2021 15:13,523068.0,9543.0,505398.0
202659,01/14/2021,Ceara,CE,Brazil,02/04/2021 15:13,349575.0,10209.0,277775.0
202696,01/14/2021,Distrito Federal,DF,Brazil,02/04/2021 15:13,262222.0,4399.0,250567.0
202705,01/14/2021,Espirito Santo,ES,Brazil,02/04/2021 15:13,270913.0,5448.0,251996.0
202729,01/14/2021,Goias,GO,Brazil,02/04/2021 15:13,324917.0,7020.0,312813.0
202863,01/14/2021,Maranhao,MA,Brazil,02/04/2021 15:13,202839.0,4588.0,191960.0
202869,01/14/2021,Mato Grosso,MT,Brazil,02/04/2021 15:13,194917.0,4674.0,182330.0
202870,01/14/2021,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,147249.0,2625.0,131722.0
202882,01/14/2021,Minas Gerais,MG,Brazil,02/04/2021 15:13,619846.0,13028.0,551068.0
202962,01/14/2021,Para,PA,Brazil,02/04/2021 15:13,306029.0,7366.0,286818.0
202963,01/14/2021,Paraiba,PB,Brazil,02/04/2021 15:13,175227.0,3857.0,132009.0
202964,01/14/2021,Parana,PR,Brazil,02/04/2021 15:13,492654.0,8977.0,359423.0
202969,01/14/2021,Pernambuco,PE,Brazil,02/04/2021 15:13,237453.0,9946.0,200524.0
202970,01/14/2021,Piaui,PI,Brazil,02/04/2021 15:13,149686.0,2930.0,147016.0
202998,01/14/2021,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,126890.0,3138.0,91645.0
202999,01/14/2021,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,495585.0,9790.0,468848.0
203000,01/14/2021,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,473648.0,27441.0,438902.0
203003,01/14/2021,Rondonia,RO,Brazil,02/04/2021 15:13,105952.0,1976.0,87181.0
203004,01/14/2021,Roraima,RR,Brazil,02/04/2021 15:13,70346.0,800.0,67408.0
203022,01/14/2021,Santa Catarina,SC,Brazil,02/04/2021 15:13,533338.0,5794.0,503449.0
203024,01/14/2021,Sao Paulo,SP,Brazil,02/04/2021 15:13,1590829.0,49289.0,1376887.0
203030,01/14/2021,Sergipe,SE,Brazil,02/04/2021 15:13,126204.0,2617.0,109313.0
203074,01/14/2021,Tocantins,TO,Brazil,02/04/2021 15:13,94945.0,1294.0,84733.0
203333,01/15/2021,Acre,AC,Brazil,02/04/2021 15:13,44156.0,835.0,38970.0
203339,01/15/2021,Alagoas,AL,Brazil,02/04/2021 15:13,110572.0,2602.0,104789.0
203344,01/15/2021,Amapa,AP,Brazil,02/04/2021 15:13,72824.0,994.0,56361.0
203345,01/15/2021,Amazonas,AM,Brazil,02/04/2021 15:13,226511.0,6043.0,185989.0
203380,01/15/2021,Bahia,BA,Brazil,02/04/2021 15:13,528539.0,9575.0,508189.0
203423,01/15/2021,Ceara,CE,Brazil,02/04/2021 15:13,351351.0,10209.0,278015.0
203460,01/15/2021,Distrito Federal,DF,Brazil,02/04/2021 15:13,262928.0,4406.0,250567.0
203469,01/15/2021,Espirito Santo,ES,Brazil,02/04/2021 15:13,272957.0,5469.0,254434.0
203493,01/15/2021,Goias,GO,Brazil,02/04/2021 15:13,327030.0,7072.0,314444.0
203627,01/15/2021,Maranhao,MA,Brazil,02/04/2021 15:13,203156.0,4594.0,191960.0
203633,01/15/2021,Mato Grosso,MT,Brazil,02/04/2021 15:13,196313.0,4689.0,183472.0
203634,01/15/2021,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,148415.0,2648.0,133167.0
203646,01/15/2021,Minas Gerais,MG,Brazil,02/04/2021 15:13,628966.0,13182.0,557815.0
203726,01/15/2021,Para,PA,Brazil,02/04/2021 15:13,307520.0,7376.0,287884.0
203727,01/15/2021,Paraiba,PB,Brazil,02/04/2021 15:13,175997.0,3869.0,132352.0
203728,01/15/2021,Parana,PR,Brazil,02/04/2021 15:13,497505.0,9042.0,362379.0
203733,01/15/2021,Pernambuco,PE,Brazil,02/04/2021 15:13,239155.0,9964.0,200524.0
203734,01/15/2021,Piaui,PI,Brazil,02/04/2021 15:13,150374.0,2935.0,147653.0
203762,01/15/2021,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,127847.0,3149.0,91645.0
203763,01/15/2021,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,500792.0,9838.0,473148.0
203764,01/15/2021,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,477044.0,27591.0,441796.0
203767,01/15/2021,Rondonia,RO,Brazil,02/04/2021 15:13,107332.0,1993.0,88545.0
203768,01/15/2021,Roraima,RR,Brazil,02/04/2021 15:13,70475.0,805.0,67408.0
203786,01/15/2021,Santa Catarina,SC,Brazil,02/04/2021 15:13,537036.0,5836.0,509835.0
203788,01/15/2021,Sao Paulo,SP,Brazil,02/04/2021 15:13,1605845.0,49600.0,1378152.0
203794,01/15/2021,Sergipe,SE,Brazil,02/04/2021 15:13,127349.0,2629.0,113603.0
203838,01/15/2021,Tocantins,TO,Brazil,02/04/2021 15:13,95503.0,1301.0,84979.0
204097,01/16/2021,Acre,AC,Brazil,02/04/2021 15:13,44621.0,835.0,38970.0
204103,01/16/2021,Alagoas,AL,Brazil,02/04/2021 15:13,110968.0,2611.0,104789.0
204108,01/16/2021,Amapa,AP,Brazil,02/04/2021 15:13,73213.0,996.0,56361.0
204109,01/16/2021,Amazonas,AM,Brazil,02/04/2021 15:13,229367.0,6123.0,192016.0
204144,01/16/2021,Bahia,BA,Brazil,02/04/2021 15:13,534371.0,9606.0,512176.0
204187,01/16/2021,Ceara,CE,Brazil,02/04/2021 15:13,352340.0,10223.0,278051.0
204224,01/16/2021,Distrito Federal,DF,Brazil,02/04/2021 15:13,263756.0,4412.0,251188.0
204233,01/16/2021,Espirito Santo,ES,Brazil,02/04/2021 15:13,274470.0,5493.0,255016.0
204257,01/16/2021,Goias,GO,Brazil,02/04/2021 15:13,327937.0,7077.0,315649.0
204391,01/16/2021,Maranhao,MA,Brazil,02/04/2021 15:13,203334.0,4601.0,192400.0
204397,01/16/2021,Mato Grosso,MT,Brazil,02/04/2021 15:13,197356.0,4710.0,183472.0
204398,01/16/2021,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,149731.0,2661.0,134513.0
204410,01/16/2021,Minas Gerais,MG,Brazil,02/04/2021 15:13,636797.0,13355.0,563434.0
204490,01/16/2021,Para,PA,Brazil,02/04/2021 15:13,308936.0,7388.0,288474.0
204491,01/16/2021,Paraiba,PB,Brazil,02/04/2021 15:13,176835.0,3880.0,132838.0
204492,01/16/2021,Parana,PR,Brazil,02/04/2021 15:13,501036.0,9073.0,366090.0
204497,01/16/2021,Pernambuco,PE,Brazil,02/04/2021 15:13,240605.0,9993.0,204017.0
204498,01/16/2021,Piaui,PI,Brazil,02/04/2021 15:13,151046.0,2945.0,147653.0
204526,01/16/2021,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,129549.0,3173.0,91645.0
204527,01/16/2021,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,505021.0,9876.0,476808.0
204528,01/16/2021,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,481111.0,27755.0,445445.0
204531,01/16/2021,Rondonia,RO,Brazil,02/04/2021 15:13,108173.0,1999.0,88545.0
204532,01/16/2021,Roraima,RR,Brazil,02/04/2021 15:13,70752.0,811.0,67408.0
204550,01/16/2021,Santa Catarina,SC,Brazil,02/04/2021 15:13,540342.0,5867.0,509835.0
204552,01/16/2021,Sao Paulo,SP,Brazil,02/04/2021 15:13,1619619.0,49885.0,1390344.0
204558,01/16/2021,Sergipe,SE,Brazil,02/04/2021 15:13,127715.0,2640.0,113603.0
204602,01/16/2021,Tocantins,TO,Brazil,02/04/2021 15:13,96058.0,1308.0,85083.0
204861,01/17/2021,Acre,AC,Brazil,02/04/2021 15:13,44767.0,836.0,38970.0
204867,01/17/2021,Alagoas,AL,Brazil,02/04/2021 15:13,111443.0,2620.0,105707.0
204872,01/17/2021,Amapa,AP,Brazil,02/04/2021 15:13,73417.0,996.0,56436.0
204873,01/17/2021,Amazonas,AM,Brazil,02/04/2021 15:13,230644.0,6191.0,192016.0
204908,01/17/2021,Bahia,BA,Brazil,02/04/2021 15:13,537772.0,9638.0,516078.0
204951,01/17/2021,Ceara,CE,Brazil,02/04/2021 15:13,353388.0,10223.0,278720.0
204988,01/17/2021,Distrito Federal,DF,Brazil,02/04/2021 15:13,264227.0,4421.0,251876.0
204997,01/17/2021,Espirito Santo,ES,Brazil,02/04/2021 15:13,275504.0,5506.0,255526.0
205021,01/17/2021,Goias,GO,Brazil,02/04/2021 15:13,328098.0,7102.0,316154.0
205155,01/17/2021,Maranhao,MA,Brazil,02/04/2021 15:13,203423.0,4606.0,192550.0
205161,01/17/2021,Mato Grosso,MT,Brazil,02/04/2021 15:13,197916.0,4721.0,185040.0
205162,01/17/2021,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,150498.0,2674.0,135209.0
205174,01/17/2021,Minas Gerais,MG,Brazil,02/04/2021 15:13,643609.0,13465.0,567999.0
205254,01/17/2021,Para,PA,Brazil,02/04/2021 15:13,309526.0,7397.0,288474.0
205255,01/17/2021,Paraiba,PB,Brazil,02/04/2021 15:13,177618.0,3888.0,132838.0
205256,01/17/2021,Parana,PR,Brazil,02/04/2021 15:13,502599.0,9092.0,366090.0
205261,01/17/2021,Pernambuco,PE,Brazil,02/04/2021 15:13,241087.0,10020.0,205511.0
205262,01/17/2021,Piaui,PI,Brazil,02/04/2021 15:13,151397.0,2950.0,148193.0
205290,01/17/2021,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,130350.0,3177.0,91645.0
205291,01/17/2021,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,506885.0,9921.0,479262.0
205292,01/17/2021,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,482058.0,27791.0,445445.0
205295,01/17/2021,Rondonia,RO,Brazil,02/04/2021 15:13,109056.0,2005.0,89341.0
205296,01/17/2021,Roraima,RR,Brazil,02/04/2021 15:13,70948.0,811.0,67781.0
205314,01/17/2021,Santa Catarina,SC,Brazil,02/04/2021 15:13,541745.0,5886.0,512952.0
205316,01/17/2021,Sao Paulo,SP,Brazil,02/04/2021 15:13,1625339.0,49945.0,1390344.0
205322,01/17/2021,Sergipe,SE,Brazil,02/04/2021 15:13,128395.0,2652.0,113603.0
205366,01/17/2021,Tocantins,TO,Brazil,02/04/2021 15:13,96390.0,1313.0,85249.0
205625,01/18/2021,Acre,AC,Brazil,02/04/2021 15:13,44775.0,837.0,38970.0
205631,01/18/2021,Alagoas,AL,Brazil,02/04/2021 15:13,111724.0,2629.0,106236.0
205636,01/18/2021,Amapa,AP,Brazil,02/04/2021 15:13,73626.0,1005.0,56455.0
205637,01/18/2021,Amazonas,AM,Brazil,02/04/2021 15:13,232434.0,6308.0,195543.0
205672,01/18/2021,Bahia,BA,Brazil,02/04/2021 15:13,540320.0,9667.0,519660.0
205715,01/18/2021,Ceara,CE,Brazil,02/04/2021 15:13,353979.0,10223.0,278791.0
205752,01/18/2021,Distrito Federal,DF,Brazil,02/04/2021 15:13,265274.0,4427.0,253569.0
205761,01/18/2021,Espirito Santo,ES,Brazil,02/04/2021 15:13,277173.0,5534.0,257290.0
205785,01/18/2021,Goias,GO,Brazil,02/04/2021 15:13,328848.0,7107.0,317860.0
205919,01/18/2021,Maranhao,MA,Brazil,02/04/2021 15:13,203581.0,4613.0,192694.0
205925,01/18/2021,Mato Grosso,MT,Brazil,02/04/2021 15:13,199035.0,4743.0,185997.0
205926,01/18/2021,Mato Grosso do Sul,MS,Brazil,02/04/2021 15:13,150944.0,2686.0,135480.0
205938,01/18/2021,Minas Gerais,MG,Brazil,02/04/2021 15:13,646091.0,13483.0,570258.0
206018,01/18/2021,Para,PA,Brazil,02/04/2021 15:13,309816.0,7412.0,290310.0
206019,01/18/2021,Paraiba,PB,Brazil,02/04/2021 15:13,177843.0,3902.0,133463.0
206020,01/18/2021,Parana,PR,Brazil,02/04/2021 15:13,503712.0,9054.0,366642.0
206025,01/18/2021,Pernambuco,PE,Brazil,02/04/2021 15:13,241409.0,10031.0,205930.0
206026,01/18/2021,Piaui,PI,Brazil,02/04/2021 15:13,151619.0,2961.0,148781.0
206054,01/18/2021,Rio Grande do Norte,RN,Brazil,02/04/2021 15:13,130578.0,3179.0,91645.0
206055,01/18/2021,Rio Grande do Sul,RS,Brazil,02/04/2021 15:13,508058.0,9967.0,481525.0
206056,01/18/2021,Rio de Janeiro,RJ,Brazil,02/04/2021 15:13,482431.0,27805.0,447079.0
206059,01/18/2021,Rondonia,RO,Brazil,02/04/2021 15:13,110331.0,2031.0,89875.0
206060,01/18/2021,Roraima,RR,Brazil,02/04/2021 15:13,71065.0,811.0,68035.0
206078,01/18/2021,Santa Catarina,SC,Brazil,02/04/2021 15:13,543389.0,5919.0,515229.0
206080,01/18/2021,Sao Paulo,SP,Brazil,02/04/2021 15:13,1628272.0,49987.0,1412310.0
206086,01/18/2021,Sergipe,SE,Brazil,02/04/2021 15:13,128854.0,2662.0,115406.0
206130,01/18/2021,Tocantins,TO,Brazil,02/04/2021 15:13,96589.0,1316.0,85427.0
